date,NASDAQ,S&P 500,ETF,Clean Energy,Renewable Energy,Clean Tech Stocks
2019-06-10,29.0,27.0,28.0,46.0,46.0,71.0,9.0
2019-06-11,31.0,28.0,0.0,44.0,46.0,76.0,9.0
2019-06-12,29.0,24.0,0.0,45.0,48.0,61.0,10.0
2019-06-13,30.0,25.0,0.0,50.0,49.0,68.0,16.0
2019-06-14,27.0,23.0,32.0,48.0,38.0,58.0,13.0
2019-06-15,8.0,9.0,0.0,37.0,22.0,37.0,6.0
2019-06-16,6.0,7.0,0.0,40.0,23.0,43.0,5.0
2019-06-17,28.0,23.0,0.0,48.0,50.0,61.0,10.0
2019-06-18,33.0,28.0,0.0,48.0,45.0,67.0,10.0
2019-06-19,30.0,28.0,0.0,50.0,56.0,61.0,9.0
2019-06-20,33.0,33.0,0.0,56.0,45.0,63.0,12.0
2019-06-21,30.0,31.0,0.0,50.0,46.0,54.0,12.0
2019-06-22,9.0,9.0,0.0,40.0,22.0,37.0,7.0
2019-06-23,6.0,7.0,0.0,39.0,25.0,46.0,6.0
2019-06-24,27.0,24.0,0.0,52.0,46.0,57.0,10.0
2019-06-25,29.0,25.0,0.0,47.0,48.0,64.0,10.0
2019-06-26,33.0,26.0,0.0,55.0,46.0,60.0,10.0
2019-06-27,30.0,25.0,0.0,50.0,41.0,57.0,9.0
2019-06-28,27.0,25.0,0.0,52.0,33.0,49.0,8.0
2019-06-29,9.0,10.0,0.0,31.0,21.0,36.0,6.0
2019-06-30,6.0,7.0,0.0,32.0,28.0,42.0,5.0
2019-07-01,27.0,29.0,0.0,45.0,47.0,52.0,9.0
2019-07-02,29.0,26.0,0.0,47.0,39.0,55.0,9.0
2019-07-03,31.0,29.0,0.0,48.0,38.0,52.0,8.0
2019-07-04,16.0,13.0,0.0,43.0,35.0,52.0,6.0
2019-07-05,27.0,26.0,0.0,44.0,34.0,48.0,7.0
2019-07-06,8.0,9.0,0.0,32.0,25.0,35.0,4.0
2019-07-07,5.0,7.0,0.0,36.0,26.0,39.0,4.0
2019-07-08,26.0,25.0,0.0,49.0,42.0,52.0,7.0
2019-07-09,28.0,26.0,0.0,51.0,41.0,58.0,7.0
2019-07-10,33.0,31.0,0.0,50.0,40.0,59.0,7.0
2019-07-11,30.0,31.0,0.0,51.0,44.0,56.0,8.0
2019-07-12,28.0,29.0,0.0,46.0,38.0,47.0,7.0
2019-07-13,9.0,11.0,0.0,31.0,28.0,35.0,5.0
2019-07-14,6.0,7.0,0.0,34.0,23.0,36.0,4.0
2019-07-15,28.0,26.0,0.0,54.0,47.0,55.0,7.0
2019-07-16,30.0,27.0,0.0,52.0,51.0,58.0,7.0
2019-07-17,31.0,25.0,0.0,52.0,44.0,57.0,9.0
2019-07-18,28.0,25.0,0.0,56.0,39.0,57.0,9.0
2019-07-19,28.0,24.0,0.0,59.0,47.0,48.0,9.0
2019-07-20,8.0,10.0,82.0,31.0,28.0,37.0,5.0
2019-07-21,7.0,7.0,0.0,35.0,23.0,44.0,5.0
2019-07-22,29.0,24.0,0.0,49.0,39.0,55.0,9.0
2019-07-23,32.0,26.0,0.0,49.0,38.0,53.0,8.0
2019-07-24,30.0,26.0,0.0,45.0,43.0,58.0,8.0
2019-07-25,31.0,25.0,0.0,49.0,42.0,53.0,7.0
2019-07-26,32.0,26.0,0.0,54.0,36.0,50.0,7.0
2019-07-27,9.0,10.0,0.0,30.0,20.0,32.0,4.0
2019-07-28,7.0,8.0,0.0,35.0,29.0,46.0,4.0
2019-07-29,29.0,24.0,79.0,54.0,45.0,55.0,7.0
2019-07-30,32.0,26.0,0.0,51.0,47.0,55.0,7.0
2019-07-31,33.0,31.0,0.0,51.0,47.0,59.0,7.0
2019-08-01,34.0,34.0,0.0,51.0,37.0,56.0,9.0
2019-08-02,34.0,33.0,0.0,56.0,31.0,43.0,9.0
2019-08-03,9.0,11.0,0.0,29.0,23.0,36.0,5.0
2019-08-04,7.0,8.0,0.0,31.0,26.0,44.0,4.0
2019-08-05,40.0,44.0,0.0,59.0,37.0,53.0,9.0
2019-08-06,40.0,50.0,0.0,59.0,49.0,59.0,9.0
2019-08-07,39.0,39.0,0.0,60.0,36.0,54.0,10.0
2019-08-08,36.0,37.0,0.0,56.0,41.0,52.0,9.0
2019-08-09,33.0,34.0,0.0,49.0,38.0,51.0,8.0
2019-08-10,10.0,11.0,0.0,34.0,23.0,37.0,5.0
2019-08-11,7.0,8.0,0.0,34.0,26.0,44.0,5.0
2019-08-12,33.0,31.0,0.0,56.0,47.0,52.0,9.0
2019-08-13,33.0,35.0,0.0,55.0,44.0,58.0,9.0
2019-08-14,39.0,50.0,0.0,60.0,45.0,49.0,9.0
2019-08-15,41.0,50.0,0.0,55.0,42.0,53.0,9.0
2019-08-16,34.0,37.0,0.0,54.0,36.0,50.0,7.0
2019-08-17,10.0,12.0,0.0,33.0,27.0,38.0,5.0
2019-08-18,7.0,9.0,0.0,36.0,29.0,40.0,4.0
2019-08-19,30.0,32.0,0.0,54.0,46.0,69.0,7.0
2019-08-20,29.0,32.0,0.0,51.0,42.0,59.0,7.0
2019-08-21,32.0,32.0,0.0,52.0,40.0,57.0,7.0
2019-08-22,31.0,31.0,0.0,49.0,42.0,57.0,7.0
2019-08-23,35.0,37.0,0.0,53.0,43.0,66.0,7.0
2019-08-24,11.0,15.0,0.0,30.0,20.0,37.0,5.0
2019-08-25,8.0,10.0,0.0,35.0,34.0,46.0,4.0
2019-08-26,32.0,36.0,0.0,50.0,39.0,60.0,7.0
2019-08-27,31.0,32.0,0.0,56.0,46.0,59.0,8.0
2019-08-28,31.0,33.0,0.0,54.0,43.0,60.0,8.0
2019-08-29,31.0,32.0,0.0,51.0,41.0,61.0,7.0
2019-08-30,29.0,31.0,0.0,52.0,34.0,53.0,7.0
2019-08-31,9.0,10.0,0.0,32.0,23.0,36.0,5.0
2019-09-01,6.0,7.0,0.0,34.0,25.0,42.0,4.0
2019-09-02,18.0,12.0,0.0,42.0,36.0,54.0,5.0
2019-09-03,27.0,28.0,0.0,50.0,43.0,58.0,7.0
2019-09-04,29.0,29.0,0.0,55.0,52.0,66.0,8.0
2019-09-05,31.0,30.0,0.0,59.0,50.0,65.0,7.0
2019-09-06,30.0,30.0,0.0,55.0,39.0,57.0,7.0
2019-09-07,8.0,9.0,0.0,32.0,28.0,36.0,5.0
2019-09-08,6.0,8.0,0.0,36.0,33.0,52.0,4.0
2019-09-09,29.0,27.0,0.0,51.0,43.0,68.0,8.0
2019-09-10,31.0,27.0,0.0,50.0,45.0,68.0,9.0
2019-09-11,31.0,27.0,0.0,53.0,50.0,72.0,9.0
2019-09-12,30.0,29.0,0.0,51.0,53.0,70.0,9.0
2019-09-13,31.0,28.0,0.0,50.0,49.0,59.0,7.0
2019-09-14,9.0,9.0,0.0,33.0,29.0,42.0,12.0
2019-09-15,7.0,8.0,0.0,36.0,34.0,52.0,23.0
2019-09-16,29.0,25.0,0.0,57.0,50.0,73.0,61.0
2019-09-17,29.0,25.0,0.0,59.0,52.0,78.0,32.0
2019-09-18,29.0,29.0,0.0,54.0,51.0,74.0,19.0
2019-09-19,29.0,28.0,0.0,53.0,57.0,77.0,14.0
2019-09-20,27.0,26.0,0.0,51.0,57.0,75.0,12.0
2019-09-21,8.0,9.0,0.0,36.0,32.0,49.0,7.0
2019-09-22,6.0,8.0,0.0,34.0,33.0,52.0,5.0
2019-09-23,25.0,24.0,0.0,52.0,53.0,77.0,10.0
2019-09-24,28.0,27.0,0.0,55.0,59.0,86.0,9.0
2019-09-25,33.0,27.0,0.0,49.0,62.0,82.0,9.0
2019-09-26,29.0,26.0,0.0,51.0,59.0,79.0,8.0
2019-09-27,29.0,25.0,0.0,51.0,47.0,71.0,9.0
2019-09-28,9.0,8.0,80.0,32.0,29.0,44.0,5.0
2019-09-29,7.0,8.0,0.0,36.0,32.0,55.0,5.0
2019-09-30,25.0,24.0,0.0,48.0,51.0,72.0,9.0
2019-10-01,27.0,26.0,0.0,50.0,49.0,74.0,10.0
2019-10-02,30.0,36.0,0.0,47.0,49.0,75.0,9.0
2019-10-03,31.0,35.0,0.0,50.0,47.0,74.0,10.0
2019-10-04,30.0,29.0,0.0,55.0,51.0,67.0,8.0
2019-10-05,8.0,10.0,0.0,39.0,26.0,43.0,5.0
2019-10-06,6.0,8.0,0.0,38.0,34.0,50.0,5.0
2019-10-07,24.0,24.0,0.0,51.0,41.0,74.0,9.0
2019-10-08,28.0,28.0,0.0,49.0,51.0,73.0,9.0
2019-10-09,27.0,27.0,0.0,50.0,54.0,73.0,8.0
2019-10-10,29.0,27.0,0.0,50.0,56.0,78.0,8.0
2019-10-11,29.0,30.0,0.0,52.0,46.0,66.0,9.0
2019-10-12,9.0,9.0,0.0,33.0,30.0,43.0,5.0
2019-10-13,6.0,7.0,0.0,33.0,29.0,57.0,4.0
2019-10-14,27.0,23.0,0.0,48.0,49.0,71.0,8.0
2019-10-15,27.0,28.0,0.0,49.0,54.0,83.0,7.0
2019-10-16,29.0,28.0,0.0,53.0,52.0,82.0,8.0
2019-10-17,31.0,27.0,0.0,53.0,52.0,81.0,8.0
2019-10-18,25.0,25.0,0.0,50.0,44.0,71.0,7.0
2019-10-19,8.0,8.0,0.0,33.0,22.0,47.0,4.0
2019-10-20,6.0,8.0,0.0,35.0,27.0,55.0,4.0
2019-10-21,27.0,26.0,0.0,49.0,54.0,78.0,7.0
2019-10-22,29.0,26.0,65.0,53.0,49.0,78.0,7.0
2019-10-23,31.0,26.0,100.0,53.0,52.0,80.0,7.0
2019-10-24,29.0,27.0,0.0,48.0,51.0,72.0,7.0
2019-10-25,34.0,29.0,0.0,51.0,42.0,62.0,7.0
2019-10-26,9.0,10.0,0.0,35.0,28.0,41.0,4.0
2019-10-27,6.0,7.0,0.0,37.0,23.0,44.0,4.0
2019-10-28,31.0,30.0,0.0,49.0,39.0,71.0,7.0
2019-10-29,31.0,33.0,0.0,54.0,56.0,75.0,7.0
2019-10-30,30.0,28.0,0.0,54.0,58.0,76.0,7.0
2019-10-31,31.0,29.0,0.0,49.0,52.0,70.0,6.0
2019-11-01,33.0,28.0,0.0,56.0,38.0,62.0,7.0
2019-11-02,8.0,10.0,0.0,37.0,27.0,42.0,4.0
2019-11-03,7.0,8.0,0.0,42.0,29.0,51.0,5.0
2019-11-04,32.0,29.0,0.0,58.0,47.0,82.0,9.0
2019-11-05,31.0,29.0,0.0,60.0,54.0,84.0,8.0
2019-11-06,30.0,27.0,0.0,56.0,51.0,85.0,8.0
2019-11-07,31.0,29.0,0.0,54.0,54.0,85.0,8.0
2019-11-08,29.0,29.0,0.0,55.0,43.0,77.0,7.0
2019-11-09,9.0,10.0,0.0,35.0,22.0,41.0,5.0
2019-11-10,6.0,7.0,0.0,39.0,29.0,55.0,5.0
2019-11-11,28.0,23.0,0.0,49.0,39.0,71.0,8.0
2019-11-12,29.0,27.0,0.0,51.0,47.0,82.0,8.0
2019-11-13,30.0,28.0,0.0,52.0,55.0,83.0,7.0
2019-11-14,29.0,26.0,0.0,51.0,46.0,84.0,7.0
2019-11-15,29.0,28.0,0.0,50.0,52.0,75.0,7.0
2019-11-16,10.0,12.0,0.0,41.0,26.0,40.0,5.0
2019-11-17,7.0,9.0,0.0,42.0,31.0,60.0,4.0
2019-11-18,27.0,27.0,0.0,54.0,50.0,86.0,9.0
2019-11-19,28.0,28.0,0.0,56.0,59.0,89.0,8.0
2019-11-20,26.0,29.0,0.0,56.0,55.0,90.0,8.0
2019-11-21,30.0,28.0,0.0,54.0,53.0,83.0,7.0
2019-11-22,28.0,25.0,0.0,51.0,49.0,74.0,6.0
2019-11-23,8.0,10.0,0.0,38.0,29.0,44.0,4.0
2019-11-24,6.0,6.0,0.0,38.0,28.0,54.0,4.0
2019-11-25,34.0,24.0,0.0,51.0,46.0,73.0,7.0
2019-11-26,29.0,28.0,0.0,56.0,49.0,82.0,7.0
2019-11-27,28.0,25.0,0.0,54.0,44.0,67.0,6.0
2019-11-28,19.0,13.0,0.0,46.0,34.0,57.0,4.0
2019-11-29,22.0,17.0,0.0,42.0,24.0,53.0,5.0
2019-11-30,8.0,9.0,0.0,33.0,25.0,40.0,4.0
2019-12-01,6.0,7.0,0.0,35.0,29.0,53.0,5.0
2019-12-02,26.0,24.0,0.0,49.0,47.0,79.0,8.0
2019-12-03,29.0,30.0,0.0,52.0,50.0,89.0,7.0
2019-12-04,29.0,29.0,0.0,54.0,49.0,84.0,8.0
2019-12-05,27.0,27.0,0.0,47.0,49.0,82.0,8.0
2019-12-06,29.0,28.0,0.0,52.0,55.0,78.0,9.0
2019-12-07,9.0,10.0,0.0,36.0,22.0,43.0,5.0
2019-12-08,6.0,9.0,0.0,40.0,29.0,53.0,5.0
2019-12-09,24.0,23.0,0.0,52.0,51.0,81.0,7.0
2019-12-10,28.0,25.0,0.0,52.0,37.0,84.0,6.0
2019-12-11,36.0,25.0,0.0,49.0,50.0,92.0,7.0
2019-12-12,32.0,29.0,0.0,55.0,48.0,78.0,7.0
2019-12-13,30.0,31.0,0.0,65.0,36.0,74.0,7.0
2019-12-14,10.0,11.0,0.0,43.0,20.0,41.0,5.0
2019-12-15,7.0,7.0,0.0,43.0,29.0,47.0,4.0
2019-12-16,30.0,29.0,0.0,58.0,51.0,77.0,7.0
2019-12-17,31.0,31.0,0.0,56.0,46.0,76.0,7.0
2019-12-18,31.0,29.0,0.0,58.0,44.0,68.0,7.0
2019-12-19,31.0,30.0,0.0,58.0,37.0,62.0,7.0
2019-12-20,31.0,30.0,69.0,60.0,34.0,53.0,7.0
2019-12-21,11.0,12.0,0.0,39.0,19.0,31.0,4.0
2019-12-22,7.0,8.0,0.0,41.0,20.0,27.0,4.0
2019-12-23,30.0,27.0,0.0,56.0,37.0,47.0,6.0
2019-12-24,26.0,22.0,0.0,50.0,21.0,37.0,4.0
2019-12-25,11.0,11.0,0.0,44.0,18.0,30.0,4.0
2019-12-26,31.0,25.0,0.0,54.0,26.0,36.0,5.0
2019-12-27,34.0,31.0,0.0,60.0,33.0,40.0,6.0
2019-12-28,11.0,12.0,0.0,44.0,21.0,30.0,4.0
2019-12-29,7.0,10.0,0.0,48.0,29.0,38.0,4.0
2019-12-30,30.0,26.0,0.0,62.0,36.0,40.0,7.0
2019-12-31,28.0,29.0,0.0,56.0,31.0,37.0,6.0
2020-01-01,13.0,15.0,0.0,51.0,19.0,34.0,5.0
